u,y,t
2.5386280888756465,7.45e-06,0.0
2.6248350438772157,1.4299999999999999e-05,0.0010000240583173613
2.722679781132933,2.185e-05,0.0020000080194391206
2.8141403025635316,3.025e-05,0.0030000320777564815
2.888993847661423,3.945e-05,0.004000016038878241
2.955513367540819,4.955e-05,0.005
3.0136988622017222,6.0549999999999995e-05,0.006000024058317361
3.0676868072012367,7.25e-05,0.007000008019439121
3.105304632639491,8.54e-05,0.008000032077756482
3.13872490841672,9.925e-05,0.00900001603887824
3.1599115401894315,0.0001141,0.01
3.1849367166438842,0.00012984999999999998,0.011000024058317362
3.1957784397008075,0.00014665,0.01200000801943912
3.2043724224893553,0.00016434999999999998,0.013000032077756482
3.204869236830858,0.00018309999999999998,0.014000016038878241
3.2031183109039807,0.00020275,0.015
3.1932702165296956,0.00022344999999999998,0.016000024058317363
3.173138287544266,0.0002451,0.01700000801943912
3.1690174731408134,0.00026765,0.01800003207775648
3.152663014732841,0.0002912,0.019000016038878242
3.1279745311067417,0.00031565,0.02
3.1012751639833525,0.00034114999999999997,0.02100002405831736
3.0803641509347104,0.0003675,0.022000008019439122
3.0572053976180564,0.00039474999999999997,0.023000032077756482
3.035935379590129,0.00042295,0.02400001603887824
3.0224035250299663,0.00045194999999999995,0.025
2.998587835858297,0.0004819,0.02600002405831736
2.9885965951045055,0.00051265,0.02700000801943912
2.976357614082707,0.0005443,0.028000032077756483
2.9738066059220385,0.0005767,0.02900001603887824
2.9750941424431114,0.00061,0.03
2.9738970819247235,0.00064405,0.031000024058317362
2.974351899923983,0.0006789,0.03200000801943912
2.9745087870478746,0.0007145999999999999,0.03300003207775648
2.9904399319829533,0.00075105,0.03400001603887824
2.9755263523466198,0.0007884,0.035
2.937451916765238,0.0008265,0.03600002405831736
2.8681805308956734,0.0008654,0.03700000801943912
2.769662004130946,0.0009050499999999999,0.038000032077756485
2.64408300263514,0.00094555,0.03900001603887824
2.499242763980312,0.0009866999999999999,0.04
2.345364048673669,0.00102855,0.04100002405831736
2.1661378112578844,0.00107105,0.04200000801943912
1.9917586197124646,0.00111405,0.04300003207775648
1.8161401890872735,0.00115755,0.044000016038878244
1.6390456626112448,0.0012014,0.045
1.4626617064484695,0.0012457,0.04600002405831736
1.3047734619071294,0.0012901499999999999,0.04700000801943912
1.1412726459578357,0.0013349,0.04800003207775648
0.9860447811227593,0.00137975,0.04900001603887824
0.8432263429589946,0.00142475,0.05
0.7064941897453552,0.00146975,0.05100002405831736
0.6001934612822947,0.00151475,0.05200000801943912
0.50192882716237,0.0015597,0.053000032077756484
0.41559990617159226,0.0016045,0.05400001603887824
0.3373070795239521,0.0016492499999999999,0.055
0.28093586974159357,0.00169375,0.05600002405831736
0.2345505636953781,0.00173815,0.05700000801943912
0.19986411400722806,0.00178225,0.05799999198056088
0.18124985300533622,0.00182625,0.05900001603887824
0.168248163411393,0.00186995,0.06
0.1752182812897343,0.00191345,0.061000024058317365
0.17781506683988957,0.0019567499999999997,0.06200000801943912
0.19624718430520458,0.0019998,0.06300003207775648
0.22052872994956835,0.0020426999999999997,0.06400001603887824
0.25845894134499636,0.00208525,0.065
0.2942024865763406,0.0021276999999999997,0.06600002405831736
0.33165898442959874,0.00216995,0.06700000801943912
0.3830010048050246,0.002212,0.06800003207775648
0.4260700740662499,0.00225395,0.06900001603887825
0.4830246658496244,0.0022957,0.07
0.5236702121756608,0.0023374,0.07100002405831736
0.5721149960737482,0.0023788999999999998,0.07200000801943912
0.6266460649219354,0.0024204,0.07300003207775649
0.6889763713421905,0.0024617,0.07400001603887824
0.7310980135190761,0.0025030499999999997,0.075
0.7790690838749784,0.00254425,0.07600002405831736
0.8170542504947612,0.00258555,0.07700000801943913
0.8467664660003283,0.0026267499999999997,0.07800003207775648
0.8927877269632302,0.002668,0.07900001603887824
0.9186003236827609,0.0027093,0.08
0.9383266354521933,0.0027505999999999997,0.08100002405831735
0.9541533284355928,0.0027919999999999998,0.08200000801943912
0.9699800214189922,0.0028334,0.08300003207775648
0.9738710012732412,0.00287495,0.08400001603887824
0.9857980754706228,0.0029164499999999997,0.085
0.9999118158320914,0.00295805,0.08600002405831736
0.9918670825571901,0.00299975,0.08700000801943912
0.9959949191825241,0.00304145,0.08799999198056088
0.9881870426787062,0.0030832999999999998,0.08900001603887824
0.9884152605180053,0.0031251,0.09
0.9827940501782914,0.00316705,0.09100002405831736
0.9710865548884419,0.003209,0.09200000801943913
0.96156572576271,0.0032510499999999997,0.09300003207775648
0.9440088022938253,0.00329315,0.09400001603887824
0.9305883543820603,0.0033353,0.095
0.9152180970772797,0.0033775,0.09600002405831737
0.9059341247226176,0.0034197,0.09700000801943912
0.886664248631819,0.003462,0.09800003207775648
0.883466561227272,0.0035042,0.09900001603887824
0.870282970086592,0.0035464999999999997,0.1
0.8651354732890292,0.00358875,0.10100002405831736
0.8560883577054654,0.0036311,0.10200000801943912
0.8368184816147023,0.0036734,0.10300003207775649
0.8297211754241729,0.0037156999999999997,0.10400001603887823
0.8206740598406277,0.0037580499999999998,0.105
0.827699132943334,0.0038003,0.10600002405831736
0.812565732409672,0.00384265,0.10700000801943912
0.80741823561216,0.0038848999999999997,0.10800003207775648
0.8064072143717472,0.0039272,0.10900001603887824
0.8012597175742014,0.00396945,0.11
0.7941624113836888,0.00401175,0.11100002405831737
0.7890149145861768,0.0040539999999999994,0.11200000801943912
0.7899537027387493,0.00409625,0.11300003207775648
0.7767701115981183,0.0041385499999999995,0.11400001603887824
0.7735724241936067,0.00418075,0.115
0.7725614029531788,0.00422305,0.11600002405831736
0.7754500004987823,0.00426525,0.11700000801943912
0.7622664093581546,0.004307549999999999,0.11800003207775649
0.7590687219536413,0.0043497499999999995,0.11900001603887825
0.7600075101062123,0.004392,0.12
0.7568098227016989,0.0044342,0.12100002405831736
0.7516623259041868,0.00447645,0.12200000801943912
0.740428544156558,0.0045187,0.12300003207775648
0.745266951095162,0.00456085,0.12400001603887824
0.7462057392477683,0.0046031,0.125
0.7510441461863723,0.00464525,0.12600002405831737
0.7398103644387417,0.0046875,0.12700000801943911
0.7385624864272289,0.00472965,0.12800003207775648
0.7494871783159834,0.0047718,0.12900001603887823
0.7482393003044707,0.00481395,0.13
0.7550275166361089,0.00485605,0.13100002405831737
0.7476933536744793,0.0048982,0.13200000801943912
0.7544815700061176,0.0049403,0.13300003207775649
0.7593199769447554,0.004982449999999999,0.13400001603887823
0.7639215271122743,0.00502445,0.135
0.7687599340508784,0.0050666,0.13600002405831735
0.7714116748253986,0.00510865,0.13700000801943912
0.7801497005500712,0.005150699999999999,0.1380000320777565
0.7828014413245914,0.0051927499999999994,0.13900001603887824
0.7854531820991116,0.0052347999999999995,0.14
0.7800688285304792,0.0052769,0.14100002405831735
0.7846703786980337,0.0053189,0.14200000801943913
0.791458595029672,0.0053609999999999994,0.1430000320777565
0.8021464301473095,0.005403,0.14400001603887824
0.804798170921828,0.00544505,0.145
0.8093997210893825,0.005487049999999999,0.14600002405831736
0.8200875562070201,0.00552905,0.14700000801943913
0.8166530120314219,0.0055711,0.14800003207775647
0.8212545621989764,0.005613099999999999,0.14900001603887825
0.8319423973166139,0.0056551,0.15
0.8365439474841346,0.0056971,0.15100002405831736
0.8411454976516876,0.0057391,0.1520000080194391
0.8457470478192066,0.0057811,0.15300003207775648
0.8503485979867611,0.0058230999999999995,0.15400001603887825
0.8549501481542802,0.0058651,0.155
0.8534654133717162,0.005907099999999999,0.15600002405831737
0.8561171541462365,0.005949149999999999,0.1570000080194391
0.866804989263874,0.00599115,0.15800003207775648
0.8633704450882758,0.0060332,0.15900001603887823
0.8599359009126792,0.00607525,0.16
0.8545515473440806,0.00611735,0.16100002405831737
0.8572032881186008,0.0061594,0.16200000801943912
0.8579052195001222,0.0062014999999999995,0.16300003207775648
0.854470675324524,0.00624355,0.16400001603887823
0.8551726067060454,0.006285649999999999,0.165
0.8539247286945326,0.0063278,0.16600002405831737
0.8546266600760525,0.0063698999999999995,0.16700000801943912
0.8472924971144211,0.00641205,0.1680000320777565
0.8419081435458241,0.00645415,0.16900001603887824
0.8387104561413126,0.00649635,0.17
0.8374625781297997,0.0065385,0.17100002405831735
0.8281786057751697,0.0065807,0.17200000801943913
0.8269307277636906,0.00662285,0.1730000320777565
0.8237330403591773,0.00666505,0.17400001603887824
0.8064129736614299,0.006707299999999999,0.175
0.8032152862569184,0.006749499999999999,0.17600002405831736
0.7980677894593707,0.00679175,0.17700000801943913
0.7948701020548592,0.00683395,0.17800003207775647
0.789722605257347,0.0068762,0.17900001603887825
0.7784888235097182,0.00691845,0.18
0.7733413267122045,0.006960699999999999,0.18100002405831736
0.7681938299146586,0.00700295,0.1820000080194391
0.7630463331171464,0.0070452,0.18299999198056088
0.7578988363196344,0.0070874499999999995,0.18400001603887825
0.7527513395220885,0.0071297,0.185
0.7476038427245764,0.00717195,0.18600002405831736
0.7424563459270643,0.0072142,0.1870000080194391
0.7453449434726678,0.0072564,0.18800003207775648
0.7401974466751557,0.007298649999999999,0.18900001603887825
0.7369997592706424,0.0073408499999999995,0.19
0.7479244511593649,0.007383,0.19100002405831737
0.7447267637548532,0.0074252,0.19200000801943912
0.7515149800864899,0.0074673,0.19300003207775648
0.7563533870250938,0.00750945,0.19400001603887823
0.7509690334564968,0.00755155,0.195
0.7558074403951346,0.007593699999999999,0.19600002405831737
0.7625956567267407,0.0076358,0.19700000801943912
0.771333682451376,0.00767785,0.1980000320777565
0.7720356138328975,0.00771995,0.19900001603887824
0.7746873546074178,0.007762,0.2
0.7753892859889375,0.0078041,0.20100002405831735
0.7780410267634578,0.00784615,0.20200000801943913
0.7787429581449793,0.00788825,0.2030000320777565
0.7813946989194979,0.0079303,0.20400001603887824
0.7901327246441365,0.00797235,0.205
0.8008205597617741,0.00801435,0.20600002405831735
0.8034723005362944,0.0080564,0.20700000801943913
0.8080738507038134,0.0080984,0.20800003207775647
0.8187616858215202,0.008140399999999999,0.20900001603887824
0.8153271416459202,0.008182449999999999,0.21
0.8279647861565583,0.0082244,0.21100002405831736
0.8306165269310786,0.00826645,0.21200000801943913
0.8371678864916656,0.008308399999999999,0.21299999198056088
0.8478557216093032,0.0083504,0.21400001603887825
0.8463709868267054,0.0083924,0.215
0.8509725369942245,0.0084344,0.21600002405831736
0.8494878022116268,0.0084764,0.2170000080194391
0.8601756373293319,0.008518399999999999,0.21800003207775648
0.8628273781038521,0.008560449999999999,0.21900001603887825
0.8613426433212544,0.00860245,0.22
0.8579080991456579,0.0086445,0.22100002405831737
0.8605598399201781,0.00868655,0.22200000801943912
0.8612617713016979,0.00872865,0.22300003207775648
0.8517409421759828,0.0087707,0.22400001603887823
0.8585291585076195,0.008812799999999999,0.225
0.851194995545956,0.00885495,0.22600002405831737
0.8458106419773573,0.00889705,0.22700000801943912
0.8445627639658784,0.0089392,0.2280000320777565
0.839178410397283,0.0089813,0.22900001603887823
0.8298944380426191,0.0090235,0.23
0.8266967506381413,0.0090657,0.23100002405831735
0.8234990632335942,0.0091079,0.23200000801943912
0.8142150908789979,0.0091501,0.2330000320777565
0.8110174034745201,0.009192299999999999,0.23400001603887824
0.7997836217268558,0.00923455,0.23500000000000001
0.7904996493721919,0.00927675,0.23600002405831735
0.7834023431817131,0.009319049999999999,0.23700000801943913
0.7862909407272844,0.00936125,0.2380000320777565
0.7731073495866213,0.00940355,0.23900001603887824
0.7638233772320233,0.00944575,0.24
0.7628123559915971,0.00948805,0.24100002405831736
0.7576648591940512,0.0095303,0.24200000801943913
0.752517362396573,0.009572549999999999,0.24300003207775647
0.7473698655990254,0.0096148,0.24400001603887825
0.7422223688014795,0.00965705,0.245
0.7370748720040012,0.0096993,0.24600002405831736
0.7399634695495726,0.0097415,0.2470000080194391
0.7348159727520926,0.009783749999999999,0.24800003207775648
0.7335680947405461,0.0098259,0.24900001603887825
0.7425429772363035,0.0098681,0.25
0.7473813841749413,0.009910249999999999,0.25100002405831734
0.746133506163393,0.0099524,0.2520000080194391
0.744885628151914,0.00999455,0.2530000320777565
0.7455875595334354,0.01003665,0.25400001603887823
0.7504259664720732,0.010078799999999999,0.255
0.7591639921967119,0.010120849999999999,0.25600002405831734
0.7598659235782317,0.010162949999999999,0.2570000080194391
0.7666541399098007,0.01020505,0.25800003207775646
0.7753921656344394,0.0102471,0.25900001603887823
0.7780439064089597,0.01028915,0.26
0.7887317415266648,0.010331149999999999,0.26100002405831735
0.791383482301185,0.010373199999999999,0.2620000080194391
0.7959850324687041,0.0104152,0.26300003207775646
0.7986367732432244,0.01045725,0.26400001603887824
0.8032383234107434,0.01049925,0.265
0.8219622528715658,0.010541199999999999,0.26600002405831735
0.8265638030390865,0.0105832,0.26700000801943913
0.833115162599606,0.01062515,0.26800003207775647
0.8377167127671251,0.01066715,0.26900001603887824
0.8442680723277122,0.0107091,0.27
0.8488696224952312,0.0107511,0.27100002405831736
0.849334697105634,0.01079305,0.27200000801943913
0.8519864378801543,0.0108351,0.27300003207775647
0.8505017030976241,0.010877099999999999,0.27400001603887825
0.8531534438721443,0.010919149999999999,0.275
0.8638412789897819,0.01096115,0.27600002405831736
0.8604067348141836,0.0110032,0.27700000801943914
0.8569721906385871,0.01104525,0.2780000320777565
0.8596239314131073,0.0110873,0.27900001603887825
0.8542395778445087,0.0111294,0.28
0.8508050336689121,0.01117145,0.28100002405831737
0.8495571556574331,0.011213599999999999,0.28200000801943914
0.8502590870389529,0.011255699999999999,0.2830000320777565
0.8509610184204067,0.0112978,0.28400001603887826
0.8436268554588092,0.01133995,0.285
0.8443287868403291,0.01138205,0.28600002405831737
0.84308090882885,0.011424199999999999,0.28700000801943915
0.8437828402103698,0.011466299999999999,0.2880000320777565
0.8425349621988232,0.01150845,0.28900001603887826
0.8271647048941118,0.011550649999999999,0.29
0.8198305419324468,0.0115928,0.2910000240583174
0.8227191394780857,0.011635,0.2920000080194391
0.8134351671234877,0.011677199999999999,0.2930000320777565
0.8022013853758251,0.01171945,0.29400001603887826
0.7990036979712779,0.01176165,0.295
0.7877699162236829,0.011803899999999999,0.2960000240583174
0.7887087043762537,0.01184615,0.2970000080194391
0.7835612075787755,0.011888399999999999,0.2980000320777565
0.7723274258311128,0.01193065,0.29900001603887827
0.7671799290335669,0.0119729,0.3
0.7620324322360886,0.012015149999999999,0.3010000240583174
0.7488488410954238,0.012057449999999999,0.3020000080194391
0.7437013442978779,0.0120997,0.3030000320777565
0.738553847500332,0.01214195,0.3040000160388782
0.7314565413098533,0.012184249999999999,0.305
0.7323953294624258,0.0122265,0.3060000240583174
0.7272478326648799,0.01226875,0.3070000080194391
0.7221003358674016,0.012310999999999999,0.3079999919805609
0.7249889334129713,0.0123532,0.3090000160388782
0.7298273403516108,0.01239535,0.31
0.7327159378972481,0.012437549999999999,0.31100002405831734
0.7375543448358183,0.0124797,0.3120000080194391
0.7363064668243393,0.01252185,0.3130000320777565
0.7430946831559775,0.012563949999999999,0.3140000160388782
0.7498828994876158,0.012606049999999999,0.315
0.7505848308691355,0.012648149999999999,0.31600002405831734
0.7512867622505894,0.01269025,0.3170000080194391
0.7680608823184113,0.012732249999999999,0.31800003207775646
0.7687628136998652,0.01277435,0.31900001603887823
0.7672780789173334,0.012816349999999999,0.32
0.7821023895920889,0.012858399999999999,0.32100002405831735
0.7767180360234919,0.012900499999999999,0.3220000080194391
0.7813195861910126,0.0129425,0.32300003207775646
0.798093706258767,0.0129845,0.32400001603887824
0.8026952564262877,0.0130265,0.325
0.8012105216436882,0.0130685,0.32600002405831735
0.811898356761395,0.013110499999999999,0.3270000080194391
0.8225861918790309,0.0131525,0.32800003207775646
0.8371736457826677,0.0131944,0.32900001603887824
0.8437250053432548,0.01323635,0.33
0.8361539856105402,0.01327835,0.33100002405831735
0.8468418207281762,0.01332035,0.33200000801943913
0.8514433708957644,0.013362349999999999,0.33300003207775647
0.8499586361131667,0.013404349999999999,0.33400001603887824
0.8545601862806858,0.01344635,0.335
0.8591617364482065,0.01348835,0.33600002405831736
0.857677001665607,0.01353035,0.33700000801943913
0.8603287424401274,0.0135724,0.33799999198056085
0.8710165775578341,0.013614399999999999,0.33900001603887825
0.8595459390390511,0.0136565,0.34
0.8561113948635204,0.013698549999999999,0.34100002405831736
0.8568133262449725,0.01374065,0.34200000801943914
0.8514289726763773,0.01378275,0.3430000320777565
0.852130904057897,0.01382485,0.34400001603887825
